Armenian Word,Part of Speech,Definition,New Etymology (English),Relation,Source Language,Cognates,PIE Root
հիմնաւորել,verb,"""['to base, to lay.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հիմնաւորումն,noun,"""['basis, reasoning, foundation.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հինաւուրց,adjective,"""['old, aged, antique, ancient.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հիւանդանալ,verb,"""['to fall ill, to fall sick, to be sick; to sicken.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հիւանդանոց,noun,"""['hospital, infirmary; sick-ward.']"",",Modern Armenian compound.,compound,,--,unknown
հիւանդութիւն,noun,"""['sickness, illness, malady, disease, disorder, infirmity, weakness; indisposition.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հիւլէական,adjective,"['atomic.'],",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
հիւպատոսարան,noun,"['consulate.'],",Modern Armenian compound.,compound,,--,unknown
հիւսիսային,adjective,"['northern.'],",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
հիւրասիրել,verb,"""['to host, to entertain, to offer hospitality to guests.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հիւրասիրութիւն,noun,"['hospitality.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հիւրընկալ,adjective,"""['Hospitable — welcoming and kind to guests; Guest-master; In earlier times, the manager of the gues"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հիւրընկալել,verb,"['To receive someone as a guest; to host.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հմայութիւն,noun,"""['magical incantations and rituals used by sorcerers to cast spells or enchant; enchantments, spells"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հմտութիւն,noun,"""['erudition, learning, proficiency, ability, instruction, education, knowledge, tuition.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հնագիտութիւն,noun,"""['archaeology, paleology, antiquarianism.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հնադարեան,noun,"""['Belonging to ancient times, antiquated; Old, longstanding, existing since ancient times.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հնազանդիլ,verb,"""[""""to obey; to submit to someone's command or will; to listen, follow orders, or yield to rules, laws"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հնազանդութիւն,noun,"['obedience.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հնարագիտութիւն,noun,"""['ingenuity; resourcefulness; cleverness; the state or quality of being ingenious, the characteristi"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հնարամտութիւն,noun,"""['cleverness, industriousness, ingeniousness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հնարաւորութիւն,noun,"""['possibility, feasibility, means.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հոգաբարձութիւն,noun,"""['intendance, management, tutelage, trusteeship, directorship, superintendance, board of trustees.']"",",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգածութիւն,noun,"""['carefulness, solicitude, attendance on, regard.']"",",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգատարութիւն,noun,"""['caretake, support, carefulness, solicitude, mandate, protectorate.']"",",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգեբանութիւն,noun,"['psychology.'],",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգեբանօրէն,adverb,"['from the point of view of psychology; psychologically.'],",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգեմտաւոր,adjective,"['spiritual-intellectual.'],",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգեպարար,adjective,"""['nourished by the Holy Spirit, soul-stirring.']"",",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգեվիճակ,noun,"""['mental state, emotional condition; a person’s psychological or emotional state, encompassing mood,"",",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգեւորական,noun,"""['spiritual; related to a clergyman or the clergy, clerical; clergyman.']"",",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգեւորականութիւն,noun,"""['spiritualism, spirituality; clergy.']"",",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հոգեփոխութիւն,noun,"""['transmigration of souls, metempsychosis; change in spirit, psychological state.']"",",Borrowed from Ancient Greek.,loanword,Greek,--,unknown
հողագործութիւն,noun,"""['agriculture, farming, cultivation of land.']"",",Modern Armenian compound.,compound,,--,unknown
հովահարութիւն,noun,"['Fanning; the act of being fanned; Windstroke / being struck by the wind.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հովահարումն,noun,"['Fanning; the act of being fanned; Windstroke / being struck by the wind.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հովանաւորել,verb,"""['to shade, to patronize, to protect, to sponsor.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հովանաւորութիւն,noun,"""['protection, patronage, sponsorship.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հովանաւորուիլ,verb,"""['to be shaded, patronized, protected, sponsored.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հովուերգութիւն,noun,"""['eclogue, bucolic, pastoral poesy, idyll.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հոտառութիւն,noun,"""['smelling, sense of smell, olfaction, smell.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հպատակութիւն,noun,"""['Submissiveness, obedience, submission; the quality or state of being a subject; The legal status o"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հպարտութիւն,noun,"""['pride, arrogance, haughtiness, vain-glory, superciliousness, boasting, ostentation.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հպարտօրէն,adverb,"""['proudly, haughtily, superciliously.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հռետորութիւն,noun,"""['rhetoric, oratory.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հռչակաւոր,adjective,"""['famous, celebrated, renowned, distinguished, famed, noted.']"",",Derived from Old Armenian with -ավոր (-awor).,derivation,Old Armenian,--,unknown
հռչակուիլ,verb,"""['to become celebrated, to be made known, to be announced, to be declared; to be famous, divulged.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հռչակումն,noun,"""['celebration, announcement, declaration.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հսկողութիւն,noun,"""['superintendence, inspection, vigilance, watchfulness, supervision.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հրաբխային,adjective,"""['volcanic, eruptive.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
հրաժարումն,noun,"""['the act of renouncing or giving up something; renunciation; resignation, stepping down from a posi"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրահանգել,verb,"""['to instruct, to teach, to exercise, to tutor, to train up, to practise, to discipline, to form, to"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրամանագիր,noun,"""['a written document containing an order or command; decree, order, edict; license, permit.']"",",Modern Armenian compound.,compound,,--,unknown
հրամանատարութիւն,noun,"""['office of a commander, command, manner of commanding.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հրամցուիլ,verb,"""['to be offered, presented, attended, to be waited on, to be served.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրաշագործ,adjective,"""['miracle-working, miraculous power, wondrous, performing miracles, capable of wondrous deeds; made "",",Modern Armenian compound.,compound,,--,unknown
հրաշակերտել,verb,"""['to make a masterpiece, to make wonderfully well.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրապարակագիր,noun,"""['publicist, writer.']"",",Modern Armenian compound.,compound,,--,unknown
հրապարակագրական,adjective,"['pertaining or relating to journalistic (publicistic) writing.'],",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
հրապարակագրութիւն,noun,"""['the profession of a publicist; publicistic writing, journalism, or public commentary; journalism t"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հրապարակային,adjective,"""['public, solemn; notorious.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
հրապարակաւ,adverb,"""['publicly, in public, professedly.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրապարակուիլ,verb,"""['to be published, divulged, proclaimed, disclosed, made public, promulgated; to be reported.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրապարակումն,noun,"""['publication, promulgation, publicity, divulgation.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրապուրիչ,adjective,"""['attractive, alluring, inviting, charming, seductive, enticing, tempting, bewitching, engaging, bri"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրատարակութիւն,noun,"""['publication, publicity, edition, promulgation, release.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հրատարակուիլ,verb,"""['to come out, to be published, to be seen.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրատարակումն,noun,"""['publication, promulgation, proclamation; release.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրատարակչական,noun,"""['pertaining to publishing, book publishing; publisher, book publisher.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
հրատարակչութիւն,noun,"""['publishing, editing; publishing or editing staff.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
հրաւիրեալ,adjective,"""['invited; guest, someone who is invited.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
հրաւիրուիլ,verb,"['to be invited.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
