title,part_of_speech,definition,priority,suggested_etymology,source
ծածկուիլ,verb,"['to be covered, hidden, concealed: to abscond, to muffle oneself, to conceal oneself.']",2,,
ծակել,verb,"['to bore, to perforate, to pierce, to hole, to puncture, to drill.']",1,,
ծաղկիլ,verb,"['to flower, to bloom, to blossom; to prosper, to flourish, to thrive.']",2,,
ծաղրանք,noun,"['derision, mockery, sarcasm, ridicule.']",2,,
ծամծմել,verb,"['to chew, to masticate; to mumble, to munch, to craunch.']",2,,
ծանրանալ,verb,"['to grow, to weigh heavy, to grow worse, to be aggravated; to emphasize, to stress; to grow worse, to deteriorate.']",2,,
ծանօթ,noun,"['knowing, known, manifest, familiar; acquaintance.']",1,,
ծառայ,noun,"['servant, slave.']",1,,
ծառանալ,verb,"['to become a tree; to rise like a tree; to rear; to revolt, to rebel, to stand erect; to stand in front of with all its difficulties.']",2,,
ծարաւ,noun,['thirst; thirsty; thirstily.'],1,,
ծաւալ,noun,"['extent, extension, size; volume; bulk; expansion.']",1,,
ծաւալել,verb,"['to extend, to dilate, to propagate, to spread abroad, to outspread, to diffuse, to invade.']",2,,
ծաւալիլ,verb,"['to be spread, to be diffused, to be propagated, to be expanded, dilated, to enlarge, to expand, to spread.']",2,,
ծեծուիլ,verb,"['to be beaten, to be hit, to be flogged or whipped; to curdle, to clot (milk); to be forged, to be hammered (metal like iron); to be crushed or pounded (e.g., in a mortar); to be ground down or milled (e.g., wheat); to froth, to foam (e.g., milk); to be knocked or struck repeatedly, esp. a door.']",2,,
ծերպ,noun,"['A crack, fissure, split place, tear, hole.']",1,,
ծիծաղիլ,verb,"['to smile, to laugh, to deride, to mock, to laugh at, to scoff.']",2,,
ծնիլ,verb,['to give birth to; to be born.'],1,,
ծնրադիր,adjective,"[""kneeling, on one's knees; while kneeling.""]",2,,
ծոյլ,noun,"['Lazy; one who dislikes or avoids work; Inactive; idle; Weak, faint, not strong (said of fire).']",1,,
ծորիլ,verb,"['to trickle, to flow, to leak, to run, to ooze out, to drip, to stream, to distill.']",1,,
ծրարել,verb,"['to pack up, to envelope, to wrap up; to pack off, to bundle off.']",2,,
ծփանք,noun,"['fluctuation, undulation, ripple, swell, wave, billow, drift.']",1,,
կազմուիլ,verb,"['to get ready, to be formed, to prepare to, to take shape, to constitute oneself.']",2,,
կալուած,noun,"['property, estate, land, farm, dominion, possession, fief, ownership.']",2,,
կախեալ,noun,"['Dependent, subordinate, subject to another; (Grammar) Dependent on another clause.']",2,,
կախուիլ,verb,"['to hang; to be suspended, to be hooked, to be hanged; to depend; to swing.']",2,,
կամաւոր,adjective,"['voluntary, willing, intended, spontaneous; voluntarily; volunteer.']",2,,
կամրջել,verb,"['to join by a bridge, to bridge.']",2,,
կայացնել,verb,"['to put, to set, to lay, to reduce.']",2,,
կայլակ,noun,"['drop, droplet, globule, tear.']",2,,
կայլակիլ,verb,"['to ooze, to sweat, to leak, to run, to drop.']",2,,
կանգ,noun,['A stop; a halt; the act of stopping.'],1,,
կանգնիլ,verb,"['to stand, to get up, to rise again, to stand up, to be built or raised up; to stop.']",2,,
կանխապէս,adverb,"['prior, before, beforehand, in advance.']",2,,
կանչուիլ,verb,['to be called; to be summoned; to be invited.'],2,,
կապուիլ,verb,"['to be bound, to become attached to, to be tied, to be connected.']",2,,
կառոյց,noun,"['edifice, building: structure, fabric.']",2,,
կառչիլ,verb,"['to cling to, to stick to, to attach or catch onto something; to become fixed or lodged in place; to hold on tightly.']",2,,
կասկածիլ,verb,"['to suspect, to be doubtful, to doubt, to mistrust, to distrust.']",2,,
կատարեալ,adjective,"['perfect; accomplished, finished, acatalectic, complete, entire, full, absolute, thorough, total, utter, whole; blameless.']",2,,
կատղիլ,verb,"['to be mad; to be enraged, furious, to go mad, to rage, to rave.']",2,,
կարապետ,noun,"['precursor, forerunner, harbinger.']",2,,
կարգախօս,noun,"['motto, word of order, watch-word; parole.']",2,,
կարգել,verb,"['to establish order, set a law, define, or determine; to arrange systematically, to write in order; to appoint someone to a job or a position; to arrange a marriage, to wed someone off.']",2,,
կարգուիլ,verb,"['to be appointed to a position or job, to be assigned, confirmed, determined, or designated; to get married, to be joined in union; to be ordained, to receive ecclesiastical rank.']",2,,
կարեւոր,adjective,"['important, necessary, urgent; pressing, expedient, serious, grave, considerable, essential.']",2,,
կարծուիլ,verb,"['to be thought, supposed, presumed, guessed.']",2,,
կարկաչ,noun,"['bubbling, purling; murmur; noise, a burst of laughter.']",2,,
կարճատեւ,adjective,"['lasting for a short period; quickly passing, short-lived, brief, fleeting.']",2,,
կարօտ,adjective,"['needy, desirous, necessitous, in want of, poor, indigent, destitute; out at elbows; yearning, want, need, necessity.']",1,,
կարօտեալ,noun,"['destitute, needy, deprived, poor, in want of, missing something or someone; someone in need; a poor, destitute, or deprived person.']",2,,
կարօտիլ,verb,"['to be wanting, needy, to be in want of, to be indigent, necessitous, to want, to need, to long, to lack, to require.']",2,,
կափկափել,verb,"['To knock repeatedly, to beat (pulsate); To chatter (teeth), to clatter teeth together.']",2,,
կեանք,noun,['life.'],1,,
կեղեւ,noun,"['peel, rind, bark, shell.']",1,,
կենսատու,adjective,"['vivifying, life-giving, animative.']",2,,
կերտուիլ,verb,"['to be made, fabricated, constructed, built, erected, forged, invented.']",2,,
կեցնել,verb,"['to halt, to stop, to arrest, to set, to place.']",2,,
կեցուածք,noun,"['posture, stand, attitude, position; gesture.']",2,,
կթոտիլ,verb,"['to stagger, to totter, to grow weak.']",2,,
կլիմայ,noun,"['climate, clime.']",2,,
կլլել,verb,"[""To swallow; To gulp down a liquid all at once; to chug; Figuratively: To silently endure an insult or injury without being able to respond; To be deceived by someone's persuasive words; to accept something as true without question.""]",1,,
կնճռոտ,adjective,"['complicated, complex, insolvable, intricate, embroiled, knotty, wrinkly.']",2,,
կշռոյթ,noun,['rhythm.'],2,,
կշտացնել,verb,"['to satiate, to sate, to satisfy, to glut, to feed, to fill, to saturate.']",2,,
կողոպուտ,noun,"['spoils, booty, robbery.']",2,,
կոմիտէ,noun,"['committee, board.']",2,,
կոչնակ,noun,"['rattle, clapper, cresselle, bell.']",2,,
կոչուիլ,verb,"['to be called, named; to appeal.']",2,,
կոպտանալ,verb,"['to become coarse; to become rude or rough (in manner or speech); to become hardened, rough in texture.']",2,,
կոտրիլ,verb,"['to break, to be broken, to give way.']",2,,
կործանիլ,verb,"['to fall down, to be overset, to be ruined, to be destroyed.']",2,,
կորսուիլ,verb,"['to be lost, to perish; to vanish; to depart, to skedaddle.']",2,,
կուսակալ,noun,"['governor, prefect, ruler.']",2,,
կոփել,verb,"['to sculpt, to cut, to carve, to hew, to sculpture.']",1,,
կոփուիլ,verb,"['to be sculpted, cut, carved, hewed, sculptured.']",2,,
կտակուիլ,verb,"['to be bequeathed, to be willed, to be left.']",2,,
կտաւէ,adjective,['made of linen.'],1,,
կտրուածք,noun,['A cut; the place that has been cut; The manner or form of cutting; A part of a structure or area that is separated from the whole by a wall or some other means; A wall or fence by which a part of a structure or area is cut off and separated from the whole; A contract or arrangement by which a job is given to be done for a fixed sum.'],2,,
կտրուիլ,verb,"['to be cut, sliced shortened, mutilated, slain, taken away.']",2,,
կրակոտ,adjective,"['fiery, hot, ardent, animated, spirited.']",2,,
կրիայ,noun,['turtle.'],1,,
կրկնուիլ,verb,['to be repeated; to be recited or said over and over (aloud or mentally) until memorized; to be doubled or multiplied by two; to appear or occur again; to recur.'],2,,
կրճատել,verb,"['to castrate, to shorten, to abbreviate, to abridge, to mutilate, to maim, to cut off, to dock, to syncopate, to crop, to curtail.']",2,,
կրքոտ,adjective,"['passionate, hot-tempered, lustful; easily provoked; quick-tempered, emotionally intense, fiery; sensual, lustful, driven by strong desire, desirous.']",1,,
կրօնապէս,adverb,"['in relation to religion, from a religious perspective, with regards to religion.']",2,,
կրօնք,noun,['religion.'],1,,
կցկտուր,adjective,"['unconnected, disconnected, incoherent, contrived falsely, feigned, patched up, fragmentary; incoherently, fragmentarily.']",2,,
կօշիկ,noun,['shoe.'],1,,
կօշկակար,noun,"['shoe-maker, boot-maker.']",2,,
հագուիլ,verb,"['To put on clothing, shoes, a hat; to wear them on the body, feet, or head; To adorn oneself, to dress up, to array oneself, to decorate oneself.']",2,,
հազիւ,adverb,"['hardly, scarcely, barely.']",1,,
հալեցնել,verb,"['to melt, to smelt, to dissolve, to liquefy, to digest, to thaw.']",2,,
հալիլ,verb,"['to liquefy, to melt, to dissolve; to thaw; to be exhausted, consumed; to perish.']",1,,
հակադրել,verb,"['to oppose, to set against, to contrast, to contrapose.']",2,,
հակամարտ,adjective,"['opposing, conflicting, contending, facing, rival, antagonistic, adversarial.']",2,,
հակամէտ,adjective,"['inclined, prone, disposed, leaning, bent, having a determination or inclination towards something.']",2,,
հակասել,verb,['to contradict.'],2,,
հաճոյք,noun,"['pleasure, will; caprice, whim, good will.']",2,,
համադրել,verb,"['to juxtapose, to compare, to synthetize, to unite.']",2,,
համազօր,noun,"['Having the same strength or power; equally powerful; Equivalent; equal in meaning or effect; An equivalent; something equal in force, meaning, or value to something else; (Chemistry) Equivalent (quantity): the weight of a substance that replaces another in chemical compounds.']",2,,
համակել,verb,"['to completely cover, fill, or overwhelm, to envelop; to affect; to impregnate, to imbue, to fill with, to immerse.']",2,,
համակիլ,verb,"['to be affected, to be covered, to be put on, to be immersed.']",2,,
համակրիլ,verb,"['to sympathize, to side with, to feel for someone; to find pleasing, acceptable, to like.']",2,,
համառօտ,adjective,"['short, brief, summary, succinct, laconic; abridged, concise, peremptory; briefly, concisely.']",2,,
համեմել,verb,"['to season, to flavor, to spice up; to make food or drink tasty by adding seasonings or spices; (figurative) to enhance or enliven something (speech, writing, etc.) with additional elements like humor, compliments, or stories.']",2,,
համրանք,noun,"['enumeration, count, number.']",2,,
հայեացք,noun,"['look, glance, gaze, stare, sight; view, opinion.']",2,,
հայրապետ,noun,"['patriarch, pontiff.']",2,,
հանգոյց,noun,"['knot, tie, bond, intricacy, hitch.']",2,,
հանդիպիլ,verb,"['to meet, to meet with, to call in, to happen, to encounter, to betide, to fall in with.']",2,,
հանուիլ,verb,"[""to be taken out, removed, extricated, displaced, pulled out, extracted, lifted up; to undress one's self, to be extracted, to be drawn out.""]",2,,
հաշուարկ,noun,"['count; calculation, computation; military unit.']",2,,
հաշուել,verb,"['to count, to reckon, to calculate, to number.']",2,,
հաշտուիլ,verb,"['to make peace; to be reconciled to each other, to be pacified, to become friends again, to conciliate.']",2,,
հասկցնել,verb,"['to make to understand, to imply.']",2,,
հասոյթ,noun,"['income, revenue, yearly income.']",2,,
հաստիք,noun,['employment position.'],2,,
հասցէ,noun,"['address, destination to which anything is directed.']",1,,
հատնիլ,verb,"['to be exhausted, to waste, to decay, to be consumed, to expire.']",2,,
հատուած,noun,['section; fragment.'],2,,
հարկաւ,adverb,"['necessarily, naturally, of course.']",2,,
հարուած,noun,"['blow, knock, hit.']",2,,
հաւ,noun,['hen.'],1,,
հաւաստել,verb,"['to confirm, to assure, to secure, to certify, to corroborate.']",2,,
հաւաստիք,noun,"['assurance, certitude, security, testimony, confidence, certainty, warrant, best source.']",2,,
հաւատալ,verb,"['to believe, to have faith in, to confide in, to trust to, to give credit to, to rely on; to entrust.']",2,,
