title,part_of_speech,definition,suggested_etymology,notes
ՄԻԳԱՐԻԼ,,"['. անստոյգ բառ. մէկ անգամ գործածում է Մագ. թղ. 58. (Ո՜չ թէ օտա-րից, այլ արենակցից) մեղկեալ եմք միգա-րելով, և թողացուցեալ (ՆՀԲ թուլացեալ) գործարանս բանի և գրոյ և մտածութեան։-ՆՀԲ մեկնում է «միգանալ, մէգ առնել ան-ձին», ԱԲ «ինքզինքը մթագնել». երկու մեկ-նութիւններն էլ անյարմար են։']",Etymology needs research,
ՄԻԳԵՂԵԱԼ,,['«զարդարեալ». ունի միայն Բառ. երեմ. էջ 212։'],Etymology needs research,
ՄԻԾ,,"['«ցեխ, հոտած տիղմ» Փիլ. լիւս. 133. Նիւս. կազմ. Անյ. հց. իմ. որից մծեալ «կեղ-տօտ, մութ» ԱԲ. մձութիւն «մթութիւն, թխութիւն» Գիւտ. թղթ. սաստկական զ նախ-a-4вa դիրով՝ զմծեալ «ապականեալ» Նորագիւտ բ. մնաց. իէ. 2. Ոսկ. եփես. 909 (Հին բռ. և Բառ. երեմ. էջ 102 սխալ են մեկնում «տրտմեալ». տե՛ս իմ Նոր բառեր Մնաց. գրոց մէջ, էջ 14)։']",Etymology needs research,
ՄԻԿԱՆԱՒՈՐ,,"['. անստոյգ բառ. մէկ անգամ գտնում եմ գործածուած Մաղաք. աբ. 33. «Յամէն շէն գեղէ մեկանաւոր հանէին և ի փոքրէն մէկ, ի մեծէն երկու կամ երեք. և անուանեաս ոնոսա իամս (թթր. «սուրհան-դակ») և առաքէր զնոսա ամէն աւեր տեղիսն առնել շինութիւն»։']",Etymology needs research,
ՄԻՀԵՒԱՆԴ,,"['«կանացի մի զարդ է. ման-եակ կամ ապարանջան» ՍԳր. Եփր. նին. էջ 121. -ըստ Հին բռ. «լանջագեղ կամար կամ անթանոց». ճշդագոյն նշանակութիւնն է ըստ Հազունի, Պատմ. տարազի, էջ 124 «տեսակ մը գոհարազարդ ապարանջան՝ որ թևին կը կապէին»։']",Etymology needs research,
ՄԻՂՄԵՐԴ,,"['«կաղնչանի տակ». որից իգա-մեղմերդ «անծանօթ մի բոյս» Բժշ. ունի մի-այն ՀԲուս. §§ 851 և 2037. բայց վրիպակով երկուսն էլ գրում է մի անգամ մեղմերդ և մի անգամ մեղերդ, որով բուն ձևը յայտնի չէ, ըստ Նորայր ՀԱ 1924, 549 ուղիղ է միայն վերի ձևը։']",Etymology needs research,
ՄԻՂՈՒՇ,,"['. անստոյգ բառ, որ գտնում եմ Տաթև. հարց. երկու անգամ գործածուած. «Ի մեռեալ կենդանւոյ է մեղուն, որպէս ասեն ի մեղուշ արջառաց» (էջ 356)։-Հներն էլ ու-նէին այսպիսի կարծիք. օր. Elien, Nat anim. I. 28 ասում է թէ պիծակները դիակ-ներից են ծնւում. հմմտ. նաև Փիլ. Բագն. 202՝ Մեղուն ոչ մաքուր կենդանի է, ի նե-խութենէ և յապականութենէ մեռելոց, որ-պէս բանք են, յարջառոց ծնեալ, որպէս և ձիաստացք ի ձիական մարմնոց.-Պիտ. Վնասակար զեռուն ըստ իմաստասիրացն բանի ի նեխեալ մարմնոց սոցա ասեն ծնա-նել, յարանուն ինքեան ձիաստաց կոչեցեալ։']",Etymology needs research,
ՄԻՆԻՐԱՅ,,"['. անյայտ նշանակութեամբ բառ, որ մէկ անգամ գտնում եմ գործածուած Աամ. անեռ. շար. 167. «Եմուտ մսրցին ի Կիլիկիէ... և զԱյաս ի սպաս ջնջեցին և զմի-նիրան և զբերդն քակեցին»։ Անշուշտ չէ մնիրայ «մզկիթի աշտարակ», որ մսրցիք չպիտի աւերէին. ուստի պէտք է կա՛մ մի նոր բառ լինի և կամ աւելի հաւանաբար պէտք է կարդալ մինայ «Այասի նաւահանգիստը» (տե՛ս նախորդը)։']",Etymology needs research,
ՄԻՆՉԵԼ,,['«ցանկալ». ունի մի-այն Բառ. երեմ. էջ 212 և 214։'],Etymology needs research,
ՄԻՈԹԵԱՅ,,['«ամենայն». ունի միայն Բռ. երեմ. էջ 213. անշուշտ վրիպակ։'],Etymology needs research,
ՄԻՌԻՆԱՅ,,"['«ընձախոտ, ակոնիտոն բոյսը, pardalianehes, aconitum». հնագոյն յիշա-տակութիւնը ունի Վարդան Յունանեան, Ձեռ-բածութիւն 1671 թ., էջ 323, յետոյ Բառ. ե-րեմ. յաւել. 569, ինչպէս և ՀՀԲ և ՋԲ. միւս բառարանները չունին։']",Etymology needs research,
ՄԻՍԽՈՒՐ,,"['«ոստայնանկութիւն, ջուլհակա-գործութիւն». մէկ անգամ ունի Մագ. քեր. 228= Երզն. քեր. «Զգործ մատին ոստայնան-կութեան, զոր այժմ առ մերս գործի. և մես-խուր (այլ ձ. մեսխուրան) անուանեմք զնա იn-488 ըստ վրաց, իսկ նոքա մեխիկա (այլ ձ. մեսիկա)»։']",Etymology needs research,
ՄԻՍՖԱԹ,,['«դատաստան». ունի միայն Բառ. երեմ. էջ 213։'],Etymology needs research,
ՄԼՄԼԵԼ,,['տե՛ս Մալ։'],Etymology needs research,
ՄԽԱՐԵԼ,,"['«յորդորել». ունի միայն Բառ. և-րեմ. էջ 213, որից առնում է և ՓԲ։']",Etymology needs research,
ՄԾԱԿԵԼ,,['«ստել». ունի միայն Բառ. երեմ. էջ 213։'],Etymology needs research,
ՄԿՈՒՆԴ,,"[', ի-ա հլ. «մեծ գեղարդ, տէգ, տէ-գի կոթ» Ոսկ. ես. Գիւտ առ. Վչ. Պտմ. առ լեհ. (ըստ Հին բռ. «ասպար»), որիք մկնդա-ւոր «մևունռով զինուած» Ա. մկ. թ. 4. Ագաթ. (սխալմամբ գրուած մականդաւոր Մագ. թղ. 34). մկնդահար Խոր. մկնդազգեստ «տիգա-ւոր» ԱԲ. մկնդակ Կղնկտ. հրտր. Էմ. էջ 17.']",Etymology needs research,
ՄԿՐՏԵԼ,,"['(արդի լեզւով, ինչպէս և հնում հնչւում էր մըկըրտել. բայց գրուած կայ և մկրըտել) «ջրով լուանալ» (յատկապէս կրօ-նական նշանակութեամբ, բայզ կաւ նաև սո-վորական նշանակութեամբ, ինչպէս Ղուկ, ժա. 38՝ ճաշից առաջ ձեռքերը լուալու հա-մար ասուած. Նախ ոչ մկրտեցաւ յառաջ քան զճաշ) ՍԳր. որից մկրտիչ ՍԳր. մկրտութիւն ՍԳր. Կոչ. մկրտատուն Կանոնք սահ. 81. Յհ. իմ. ատ. մկրտարան Յհ. իմ. ատ. մկրտչա-կան (նոր բառ)։-Բառիս հնագոյն իմաստն էր «խորասուզել». տե՛ս մխրճել։']",Etymology needs research,
ՄՂԿԵԱԼ,,"['. մէկ անգամ գործածել է Ածաբ. մկրտ. «Մշակեն զշնորհն և առաւել ևս ի լա-ւութիւնս մղկեան». սխալ գրչութիւն ըստ ՆՀԲ և պէտք է ուղղել յղկեան, այն է յղկեն, իբր յն. άποζέω «քերիչով հարթել»։']",Etymology needs research,
ՄՂՁՈՒԿ,,"['«շունչը կտրուիլ՝ խեղդուիլը» Բռ. ստեփ. լեհ. «խեղդող» Ադամ. 312. հների մօտ առանձին չէ գործածուած, բայց սրանից են հեղձամղձուկ Ագաթ. Վեցօր. մղձկել «խեղդել, խիստ նեղել» Ոսկ. մ. ա. 15. մղձը-մղձկուտ Վրդն. ծն. Պտմ. վրաց. էջ 80. Մխ. այրիվ. էջ 43 (տպ. մղծկուտ). կայ և մղընծ-կըտալ Բանք աղ. 183, 192.-«սև» նշանա-կութեամբ է գործածուած Կղնկտ. հրտր. Էմի-նի, էջ 17. «Զմղձկութիւն ծխոյն ի սպիտա-կութիւն շուշանի շրջեցեր»։ Բուն արմատն է մուղձ, ինչպէս ցոյց է տալիս հեղձամուղձ Կիր. էջ 176 (չունի ԱԲ) և այս արմատից են կազմուած մղձաւանջ «cauchemar» և մղձա-ժէտ «մղձաւանջ ունեցող» նորակերտ բա-ռերը։']",Etymology needs research,
ՄՂՐՈՒՆ,,"['«կողով, կթոց» նորագիւտ բառ, սր երկու անգամ գտնում եմ ոռոծածուած Վստկ. 84 և 133. Կթեա՛ (զպտուղն)... և արկ ի մղրուն (այլ ձ. մղրուղն, մղրղուն. մի քիչ ցածրն էլ ասում է կթոց). Վարոցօք շինած մղրուն այգւոյ։']",Etymology needs research,
ՄՆԴԱՎԱՐ,,"['«զօրավարական մի աստիճան Պարսից մէջ». նորագիւտ բառ, որ մէկ ան-գամ գտնում եմ գործածուած Բուզ. տպ. Վե-նետ 62. Պատև. 53. «Յաղագս մնդավարին Պարսից Անդիկանայ», որ գլուխների ցանկի մէջ և յետոյ դառնում է «Յաղագս զօրավա-րին Պարսից Անդիկանայ. Եւ Անդիկան զօ-րագլուխ նոցա» (էջ 124)։']",Etymology needs research,
ՄՈԶ,,"['«մեծ, շատ, զօրեղ, առաւելեալ». այսպիսի մի արմատ ցոյց են տալիս մոզա-նալ «մեծանալ, սաստկանալ, շատանալ» Ոսև. մ. ա. 6, Եւս. պտմ. զ. 40 (ձեռ. մո-ղացեալ կամ մոռացեալ), մոզացուցանել «գրգռել, քաջութեան յորդորել, զօրացնել» Ոսկ. եփես. 917. բոլորն էլ անստոյգ բառեր են, որովհետև ԱԲ ունի նաև մոլանալ «մե-ծանալ, զօրանալ (չար բանի)» ձևը՝ մոլի արմատից։']",Etymology needs research,
ՄՈԽՈՍԻ,,['«մոխիր կամ շօշափումն». ունի միայն Բառ. երեմ. էջ 214։'],Etymology needs research,
ՄՈՂ,,"['«ծուռ, ծուռ ու մուռ». գիտէ միայն ԱԲ. մէկ անգամ գտնում եմ գործածուած նեալ կազմի (կարիճն) հարկանել ըստ օրի-նաևի մող և կոր (լս. ման և կոր) կերպա-րանաց փղի»։']",Etymology needs research,
ՄՈՄԱՍԹԻ,,['«ժառանգ». ունի միայն Բռ. ե-րեմ. էջ 214։'],Etymology needs research,
ՄՈՇՈՐԵԼ,,"['. անյայտ բառ, որ մէկ անգամ գործածուած է Բառ. երեմ. էջ 196 ճարակել բառի բացատրութեան մէջ. այսպէս՝ ճարա-կել «հնարել կամ մոշորել կամ արածել». ըստ այսմ բառիս իմաստը անորոշ է և հա-ւանաբար կա՛մ առաջինին է հոմանիշ և կամ եորորդին. կարող է նաև լինել վրիպակ՝ փո-խանակ մոլորել։']",Etymology needs research,
ՄՈՍ,,['«շօշափումն». ունի միայն Բառ. ե-րեմ. էջ 215։ Տե՛ս և նամեսի։'],Etymology needs research,
ՄՈՎԱՐԻ,,['«մարախ». ունի միայն Բառ. ե-րեմ. էջ 215։'],Etymology needs research,
ՄՈՎԴԱՏ,,['«միայն». ունի միայն Բառ. ե-րեմ. էջ 215։'],Etymology needs research,
ՄՈՎՊԵՏ,,['տես Մոգ։'],Etymology needs research,
ՄՈՐ,,"['«մի տեսակ ընտիր զգեստ», անստոյգ բառ, որ մէկ անգամ ունի Կղնկտ. հրտր. Էմ. էջ 138. Ետուն նմա ևս զանգապանս մար-գարտով և գումարտակ նոյնգունակ շուրջ զպարանոցաւն. ագուցին նմա արջնաթոյր մորս չորիւք. դրօշակօք (հրտր. Շահն. գրում է ստորս)։ Թերևս ուղղելի է սամոյր. տե՛ս իմ Հայ. նոր բառեր հին մատ. էջ 24. սա-կայն կայ նաև մօռ, որ տես ֆօռտ բառի տակ։']",Etymology needs research,
ՄՈՐՄՈՔ,,"['«կսկիծ, ցաւ, եռք». արմատ՝ որ առանձին գործածական է միայն նոր գրա-կանում. որից մորմոքիլ Առակ. իթ. 21. Անգ. բ. 15. Զաք. թ. 5. Գծ. ե. 38. մորմոքել Մա-րաթ. մորմոքեցուցանել Պրոկղ. ոսև. մոր-մոքող Նար. մորմոքանք Յայսմ. մորմոքումն Շնորհ. սրտամորմօք, մորմոքիչ (նոր բա-ռեր), մորմոքալից Մ. մաշտ. 339ա (նորա. գիւտ բառ)։']",Etymology needs research,
ՄՈՒԴՌԱՆ,,"['«եպիսկոպոս». նորագիւտ բառ. մէկ անգամ ունի Դրնղ. 241, իբր օտար բա՞ռ. «Առէք զայդ մուդռանդ, որ է եպիս-կոպոսդ և ելէք արտաքս»։']",Etymology needs research,
ՄՈՒԿԱԲԵՌՆ,,"['«աւելորդ տեղը, իբր աւելորդ ծանրութիւն, աւելորդաբար» ԱԲ (չունի ՆՀԲ). երկու անգամ գտնում եմ գործածուած Ոսկ պօղ. ա. 533 և 567. «Այլ զդևս մուկաբեռն մուծանես. Ընդէ՞ր մուկաբեռն ի մէջ մուծա-նիցէք զհրեշտակս»։']",Etymology needs research,
ՄՈՒԿՈՒԼԱՅ,,"['«ակն սրտագոյն սիրելի պարսկաց. telicardius». գիտէ միայն Քա-ջունի, հտ. Բ. 710 և իբրև վկայութիւն է տա-լիս «Պարգևէ նմա զասացեալն մուկուլայ ակն» Եզնիկ! (ո՞ր Եզնիկը)։']",Etymology needs research,
ՄՈՒՂԱՍ,,['«վայրի նռան տակ» Բժշ. ունի միայն ՀԲուս. § 2125։'],Etymology needs research,
ՄՈՒՂԱՔ,,['«թունաւոր մի նիւթ է» Բժշ. ունի միայն ՀԲուս. § 2126։'],Etymology needs research,
ՄՈՒՇԱԲԱԽ,,"['. անյայտ բառ, որ մէկ անգամ Բառ. եռեմ. էջ 195 գործածում է անծանօթ նամար բառը բացատրելու համար. ճամար «մուշաբախ կամ քնար»։']",Etymology needs research,
ՄՈՒՇԱԽԱՅ,,"['«մոմշոր, մոմլաթ». նորա-գիւտ բառ. մէկ անգամ ունի Վստկ. 164. «Հունտն ի մէջն դիր և յիրեար բեր և մու-շախայով փաթաթեա» (այլ ձձ. մուշամպա, յոյն բնագիրը «պապիրոսով»)։']",Etymology needs research,
ՄՈՒՇԻԼ,,"['«սիրտը կոտրիլ, ընկճուիւ»» նո-րագիւտ բառ, որ մէկ անգամ ունի Մագ. թղ. էջ 55. «Այպն արարեալ, յայրս և ի փապարս արտալածեալ դիաչու, խրուացեալն այն հե-րօք և մուշեալն սրտիւք, մաշկեղինաւ պա-րածածկեալ մարմնով»։ Մի ձեռ. ունի մա-շեալ. բայց հրատարակիչը դնում է մուշեալ, որ շատ կասկածելի է (Աճառ. Հյ. նոր բառեր հին մտ. Բ. էջ 197)։ Մէնէվիշեան, Գամագտ. էջ 32 մուշեալ սրտիւք հասկանում է «հան-դարտասիրտ, հեզաբարոյ» և կասկածում է թէ անմոմոշական «անդանդաղ» և գւռ. մշիկ մշիկ բառերի հետ կապ ունենայ։']",Etymology needs research,
ՄՈՒՇՏԱԿ,,"[', ի-ա հլ. «անասունների վրա-յի բրդոտ մորթը» Շնորհ. առակ. Նոր վկ, էջ 528 (ի մուշտակաց). «այսպիսի մորթով պատրաստուած ձմեռային վերարկու» Հայել. 159. Չօր. սարկ. Ա. 16. վերջին իմաստով գործածական է նոր գրականում, ուր ունինք']",Etymology needs research,
ՄՈՒՍԱԲԵՐ,,['«մորենի». ունի միայն Բառ. երեմ. էջ 216. հմմտ. մաղաբեր։'],Etymology needs research,
