title,part_of_speech,definition,suggested_etymology,source,notes
ելոյթ,noun,"['public performance; insulting utterance (written or spoken), tirade.']",,,
ենթակայ,noun,['subject; subject to.'],,,
եռամեծար,adjective,"['very worthy of respect, very respectable, very venerable.']",,,
եռօրեայ,adjective,['lasting or relating to a period of three days; occurring once every three days.'],,,
երբէք,adverb,"['never; ever, not a bit; sometime.']",,,
երգուածք,noun,"['The manner, mode, or style of singing.']",,,
երգուիլ,verb,"['to be sung, chanted.']",,,
երեխայ,noun,['child; catechumen.'],,,
երեկոյ,noun,['evening.'],,,
երեկոյթ,noun,"['evening party, party dinner, soirée.']",,,
երեւալ,verb,"['to appear, to be seen, to be visible, to be in sight; to seem.']",,,
երեւիլ,verb,"['to appear, to be seen, to be visible, to be in sight; to seem.']",,,
երեւնալ,verb,"['to appear, to be seen, to be visible, to be in sight; to seem.']",,,
երեւոյթ,noun,['appearance.'],,,
երէց,adjective,"['elder, eldest, senior; grand; eldest brother; pastor, priest.']",,,
երթեւեկ,noun,"['going and coming, going to and fro, voyage out and in, reciprocating motion, traffic: walk, travel.']",,,
երկարել,verb,"['to elongate, to lengthen; to extend, to carry; to prolong, to protract; to continue.']",,,
երկարիլ,verb,"['to grow longer, to extend, to lengthen.']",,,
երկիւղ,noun,"['fear, fright, terror, dread, awe, timidity, fearfulness, discouragement, phobia.']",,,
երկիւղած,adjective,"['pious, timorous, conscientious, religious, devout.']",,,
երկնչիլ,verb,"['to fear, to be afraid, to show reverence or awe.']",,,
երկսեռ,adjective,"['of or relating to both genders, both male and female, both genders inclusive.']",,,
երկրամաս,noun,['part of the world; province; region; continent.'],,,
երկօրեայ,adjective,['lasting or relating to a period of two days; occurring once every two days; two-day-old.'],,,
եւս,adverb,"['also, more, moreover, besides, still, as yet, anew.']",,,
եփիլ,verb,"['to come to a boil; the process of raw food boiling in water and softening to become edible, to be cooked; to be subjected to heat in order to become edible, to be baked; (figuratively) to become experienced and skilled in a particular field through continuous work and effort.']",,,
եփուիլ,verb,"['to come to a boil; the process of raw food boiling in water and softening to become edible, to be cooked; to be subjected to heat in order to become edible, to be baked; (figuratively) to become experienced and skilled in a particular field through continuous work and effort.']",,,
զայրոյթ,noun,"['passion, wrath, fury; paroxysm: anger, wrath, vexation, indignation, rage.']",,,
զանգուած,noun,"['bulk, dough, paste, mass, mixture, mole, amalgam.']",,,
զարնուիլ,verb,"[""to be struck; to strike against one another, to come into collision; to hit one's self, to be shot; to be infatuated, to fall in love.""]",,,
զաւակ,noun,"['child (son, daughter).']",,,
զաւեշտ,noun,"['A word or action intended to amuse or make people laugh; a joke, prank, jest; A light theatrical piece written to provoke laughter or satire; a comedy / farce.']",,,
զբաղցնել,verb,"['to occupy, to employ, to busy, to keep a person busy, to distract, to preoccupy, to engage.']",,,
զբօսանք,noun,"['amusement, pastime, recreation, distraction, diversion, relaxation; occupation; recess, break.']",,,
զգացուիլ,verb,"['to be felt; to be moved, to be touched.']",,,
զեկոյց,noun,['Report; information about a matter communicated (usually orally) to a superior person or authority for management or direction.'],,,
զեկուցել,verb,"['to announce, to advertise, to report, to give notice of, to serve, to declare, to inform; to notify.']",,,
զեղչուիլ,verb,['to be discounted; to be contracted; to be darkened.'],,,
զեփիւռ,noun,"['breeze, a pleasant wind, zephyr.']",,,
զզուանք,noun,"['distaste, disgust, dislike, distaste, nausea; hatred, detestation; horror; abomination, vexation, aversion, loathing, repulsion.']",,,
զզուիլ,verb,"['To feel strong moral disgust or aversion toward a person or thing; to loathe, to abhor, to be unable to tolerate; to be disgusted by; To feel physical revulsion; to be nauseated; to be repelled; To grow tired of; to be fed up with; to no longer be able to stand something.']",,,
զինուիլ,verb,"['to be armed, to arm one’s self.']",,,
զինուոր,noun,['soldier.'],,,
զլանալ,verb,"['to refuse, to retract, to deny; not to accept, to deprive, to disown, to disregard; to retain.']",,,
զոհուիլ,verb,"['to be sacrificed, to immolate, to be martyred (in battle).']",,,
զովանալ,verb,"['To feel cool after heat; to be refreshed; to feel pleasantly cooled; to cool off; To have a fever subside, to have thirst or burning heat pass away.']",,,
զուարթ,adjective,"['Expressing joy, cheerful, merry; Bringing joy, lively; Energetic, vibrant, spirited; Healthy-looking, fresh, vigorous in appearance, lush; Bright, radiant, vivid; Open-hearted, welcoming, pleasant.']",,,
զսպուիլ,verb,"['to be restrained, controlled, or curbed; to be subdued, suppressed, subjected, oppressed, or stifled at the outset; to be softened, calmed, or pacified; to control oneself, to refrain, to forbear.']",,,
զրկանք,noun,"['hardship, privation, injustice, wrong, harm, injury, destitution, bereavement.']",,,
զրկուիլ,verb,"[""to deprive one's self, to be bereaved; to be deprived of.""]",,,
զրոյց,noun,"['tale; chat, conversation; story.']",,,
զրպարտել,verb,"['to calumniate, to slander, to accuse, to defame, to traduce, to malign.']",,,
զօրակցիլ,verb,"['to do military service together, to soldier together with someone; to join in support with someone, to stand beside, to aid during times of need or conflict.']",,,
զօրանալ,verb,"[""to grow strong, to gather strength, to take root, to fortify, to recover one's self.""]",,,
զօրանոց,noun,"['barracks, garrison.']",,,
զօրաշարժ,noun,"['Troop movement — the mobilization or movement of forces aimed at achieving a specific strategic objective; Military exercise — a large-scale field maneuver or war game, typically lasting several weeks, in which part of the army simulates combat against the other using non-lethal weapons.']",,,
զօրավար,noun,"['commander, general.']",,,
զօրացնել,verb,"['to fortify, to strengthen, to enforce.']",,,
զօրք,noun,"['army, militia, forces, troops.']",,,
էապէս,adverb,"['really, in reality, essentially, substantially.']",,,
էջք,noun,"['descent, descension, fall, pitch.']",,,
ընդգրկել,verb,['to embrace; to contain.'],,,
ընդմիջել,verb,"['to interrupt, to discontinue, to cut off, to hinder.']",,,
ընդվզիլ,verb,"['to revolt, to rebel, to resist, to rise in insurrection.']",,,
ընծայ,noun,"['present, gift, offer, donation, offering.']",,,
ընծայել,verb,"['to present, to offer, to give, to dedicate, to ascribe.']",,,
ընկալել,verb,"['to perceive, grasp, understand, accept, absorb, comprehend.']",,,
ընկճուիլ,verb,"['to be oppressed, to be brought down; to succumb, to be overcome, to fall, to fail, to yield, to be overwhelmed.']",,,
ընկրկիլ,verb,"['to retreat, to be driven back, to back down, to recede, to retract, to revert, to flinch.']",,,
ընձեռել,verb,"[""To offer or provide something to someone; to supply, grant, or bestow; To obtain, to possess or hold in one's hand; To undertake, to embark on (literally: to lay a hand on); To award or assign something to one of the claimants by court ruling.""]",,,
ընձեռնել,verb,"[""To offer or provide something to someone; to supply, grant, or bestow; To obtain, to possess or hold in one's hand; To undertake, to embark on (literally: to lay a hand on); To award or assign something to one of the claimants by court ruling.""]",,,
ընտրուիլ,verb,"['to be elected, chosen, selected, preferred.']",,,
ըսուիլ,verb,"['to be said, told, called.']",,,
թագաւոր,noun,['king.'],,,
թախիծ,noun,"['affliction, grief.']",,,
թակարթ,noun,"['trap, snare, net, spring.']",,,
թաղուիլ,verb,"['to be placed in a grave; to be buried; to be hidden under the ground; to be covered; to be consigned to oblivion; to be forgotten; to be deeply absorbed in water, thoughts, or reading.']",,,
թառիլ,verb,"['to perch, to roost, to sit.']",,,
թաւալիլ,verb,"['to roll, to tumble; to rotate, to revolve.']",,,
թաւշեայ,adjective,"['made of velvet; velvety, velvet; (figurative) like velvet; soft, smooth, and luxurious.']",,,
թափանցել,verb,"['to pass through, to go through, to penetrate from one side to the other, to seep in; to pass through a substance, illuminating the other side; to delve into something deeply, to understand its secrets.']",,,
թափառիլ,verb,"['to wander, to roam, to stray, to rove, to stroll.']",,,
թափիլ,verb,"['to pour out, to flow, to spill; to drop, to fall.']",,,
թափուիլ,verb,"['to be poured out, to be shed, to spill, to flow; to discharge itself, to spread, to drop, to fall, to throw down.']",,,
թափօր,noun,"['procession, parade.']",,,
թաքնուիլ,verb,"['to hide, to lurk, to abscond.']",,,
թաքստոց,noun,"['hiding place, concealment, cache, hideout.']",,,
թելադրել,verb,"['to suggest, to inspire, to instigate, to incite, to counsel, to dictate.']",,,
թերաճ,adjective,"['undeveloped, underdeveloped.']",,,
թերանալ,verb,"['to fail, to miss, to be wanting, to be deficient, to want, to come short; to forfeit, to break.']",,,
թերեւս,adverb,"['perhaps, it may be.']",,,
թերթատել,verb,"['to browse, to turn over and look at the pages of a book, to turn over, to peruse rapidly; to pluck the pages of a book or the petals of a flower.']",,,
թեւ,noun,"['arm, wing.']",,,
թիւ,noun,"['number, figure, order, rank, list.']",,,
թիւր,adjective,"['Crooked, deviated from the true/straight direction; Wrong, mistaken, erroneous, incorrect; Turned away from the right path; perverted, unjust, evil, perverse, wicked; Astray; Wrongly, incorrectly.']",,,
թնդանօթ,noun,"['cannon, gun.']",,,
թնդացնել,verb,"['to cause to rumble, to ding, to ring.']",,,
թշնամանք,noun,"['insult, offence, abusiveness, revilement, injury, assault, affront, abuse.']",,,
թոհուբոհ,noun,"['chaos, confusion, disorder.']",,,
թուել,verb,"['to count, to number, to calculate, to rank, to compute, to range, to reckon.']",,,
թուիլ,verb,"['to seem, to look, to appear, to sound.']",,,
թրթռալ,verb,"['to vibrate, to oscillate, to flutter, to pulse, to pulsate; to shiver.']",,,
թրծուիլ,verb,['to be baked (as for a brick); to be forged (in character).'],,,
թրջուիլ,verb,"['to be made wet, to be soaked, to be steeped; to get wet.']",,,
թօթափել,verb,"['to shake, to joggle, to jolt, to jog, to toss, to throw off.']",,,
ժամացոյց,noun,"['clock, watch.']",,,
ժայթքիլ,verb,"['to erupt; to become active and eject lava, ash, and gases; to explode with fire and noise resembling an active volcano.']",,,
ժպրհիլ,verb,"['To dare, to venture, to have the audacity or courage to attempt something bold or difficult.']",,,
իդէալ,noun,"['ideal; a perfect model, standard, or ultimate goal; perfect, exemplary, model.']",,,
իմամ,noun,"['imam, the person who leads prayers in a mosque.']",,,
իմացնել,verb,"['to warn, to inform, to tell; to apprise.']",,,
ինքնաբաւ,adjective,"['able to provide for oneself, not needing help from others; self-sufficient, self-reliant, independent.']",,,
ինքնակոչ,adjective,"['self-invited, uninvited; self-styled, self-proclaimed, would-be, soi-disant.']",,,
ինքնատիպ,adjective,"['self-type, having its own unique type, distinct, original, unique, possessing specific characteristic traits.']",,,
իջեցնել,verb,"['to take down, to lower, to descend, to get down, to let, to reduce, to abate.']",,,
իսկապէս,adverb,"['really, in fact, essentially.']",,,
իտէալ,noun,"['ideal; a perfect model, standard, or ultimate goal; perfect, exemplary, model.']",,,
իրապէս,adverb,"['really, in effect, positively; de facto, substantially: naturally.']",,,
իրաւ,adjective,"['really, truly, justly, rightly; real, true, just; the just.']",,,
իրաւագէտ,noun,"['jurist, lawyer, barrister, advocate.']",,,
իրաւամբ,adverb,"['justly, rightly, lawfully, de jure.']",,,
իրաւարար,noun,"['arbitrator, mediator, just judge; one who upholds justice and fairness; one who judges righteously; a neutral judge or mediator in disputes.']",,,
