title,part_of_speech,definition,current_etymology,priority
մարտիրոսութիւն,noun,['martyrdom.'],,3
մարտնչումն,noun,"['fight, combat, dispute, contest, struggle, strife, controversy, wrestling, discussion, quarrel.']",,3
մարտունակութիւն,noun,"['preparedness for battle, war, competition.']",,3
մաքառումն,noun,"['dispute, wrestling, debate, contest, wrangle, disputation, strife, struggle, fight, fighting.']",,3
մաքսանենգութիւն,noun,"['smuggling, contraband.']",,3
մաքրագործել,verb,"['to purify, to cleanse, to purge, to depurate, to clear, to rid; to exterminate, to annihilate.']",,3
մաքրակրօն,adjective,"['puritan, leading a pure life, chaste.']",,3
մաքրութիւն,noun,"['cleanliness, cleanness, neatness, expiation, niceness, purity, purification, clearness.']",,3
մելամաղձութիւն,noun,['Melancholia; a psychological disorder characterized by deep sadness; A mental illness in which the,,3
մեծագոյն,noun,['comparative form of մեծ in classical Armenian: greater; superlative of մեծ in modern Armenian: gre,,2
մեծագործ,adjective,"['magnificent, generous, gorgeous, noble, ostentatious, grand, splendid, superb, grandiose, imposing",,2
մեծագործութիւն,noun,"['magnificence, generosity, splendour; renown.']",,3
մեծագումար,adjective,"['representing a large sum; costly, expensive; numerous.']",,3
մեծադիր,adjective,['large formed.'],,2
մեծաթիւ,adjective,"['numerous, various, multifarious.']",,2
մեծածաւալ,adjective,"['having a large volume, extent, size, enormous, massive, voluminous.']",,3
մեծամասնութիւն,noun,"['majority, plurality.']",,3
մեծամոլութիւն,noun,"['megalomania, megamania.']",,3
մեծամտութիւն,noun,"['presumptuousness, haughtiness, superciliousness, pride, conceit.']",,3
մեծայարգ,adjective,['Highly respected; greatly esteemed; very honorable.'],,2
մեծապէս,adverb,"['greatly, considerably.']",,2
մեծատաղանդ,noun,['Highly talented; greatly gifted; possessing great talent.'],,3
մեծնալ,verb,"['to grow, to grow big, to grow up, to increase, to get big, to become great, famous, old, to become",,2
մեծութիւն,noun,"['size, greatness, largeness, magnitude, bulkiness, hugeness, bigness, grandeur, dignity, fortune, r",,3
մեկնաբանութիւն,noun,"['explanation, explication, hermeneutics, interpretation, commentary; separation.']",,3
մեկնակէտ,noun,['starting point.'],,2
մեկնութիւն,noun,"['explication, explanation, interpretation, retirement, commentary; separation, removal.']",,3
մեկնումն,noun,"['departure, parting, deviation; egress.']",,2
մեկուսացնել,verb,"['to set aside, to keep away, to isolate, to separate, to place farther off, to open, to hold apart,",,3
մեկուսացուիլ,verb,"['to be isolated, secluded, set aside, separated, kept away.']",,3
մեկուսացումն,noun,"['isolation, seclusion, retirement.']",,3
մեղադրելի,adjective,"['reproachable, blameable, reprovable.']",,3
մեղանչումն,noun,"['act of committing a fault, sinning.']",,3
մեղաւոր,adjective,"['one who has sinned, who has transgressed divine law, sinful, sinner; culprit, offender; the cause ",,2
մեղկութիւն,noun,"['the state of being faint-hearted or lacking in willpower or moral and physical strength; softness,",,3
մեղմանալ,verb,"['to become soft, moderate, mild, to get milder, temperate, to grow cool, to be assuaged, to relax, ",,2
մեղմօրէն,adverb,"['sweetly, softly, slightly, gently, agreeably.']",,2
մեներգել,verb,['to sing solo.'],,2
մենութիւն,noun,"['solitude, isolation, loneliness, aloofness.']",,3
մեռելոց,noun,"[""All Souls' Day, Decoration Day.""]",,2
մեսրոպեան,adjective,"['Mesropian, i.e., relating to Mesrop Mashtots, the inventor of the Armenian alphabet.']",,3
մետաղեայ,adjective,"['metallic, of metal.']",,2
մերթ,adverb,"['sometimes, now and then.']",,1
մերժուիլ,verb,"['to be refused, to be rejected, to abstain from, to be driven out.']",,2
մերժումն,noun,"['refusal, expulsion, exclusion; reprobation, rebuff, denial; disapproval.']",,2
մերկացնել,verb,"['to disrobe, to undress; to uncover, to reveal; to divest.']",,3
մերկութիւն,noun,"['nakedness, nudity, bareness; the naked part.']",,3
մերձաւոր,adjective,"['Nearby, close in location; located near or close by; Close in time; near in temporal proximity; Re",,2
մերձեցումն,noun,"['approach, drawing, placing near, rapprochement.']",,3
մերձուստ,adverb,['from near.'],,2
մերօրեայ,adjective,"['of our days, of our times, modern, current, contemporary.']",,2
մեքենագէտ,noun,"['mechanician, mechanic, machinist, engineer.']",,3
մէկէն,adverb,"['suddenly, unexpectedly.']",,1
մէկտեղել,verb,"['to bring to one place, to gather in one place, to rally, to join, to combine, to lump.']",,2
մէկտեղուիլ,verb,"['to brought to one place, to be gathered in one place, to be rallied, to be combined, to be lumped.",,3
մէկտեղումն,noun,"['gathering, assemblage, putting together.']",,3
մէջբերել,verb,"['to quote, to cite, to mention; to mention or refer to something; to bring up; to make a quotation ",,2
մէջբերուիլ,verb,"['to be quoted, to be cited, to be mentioned.']",,3
մէջբերումն,noun,"['citation, passage.']",,3
մթագնել,verb,"['to obscure, to obfuscate, to fog, to darken, to dim, to shade, to shadow.']",,2
մթագնիլ,verb,"['to grow dim, to darken, to become dark, to become obscure, to be obfuscated.']",,2
մթութիւն,noun,"['darkness, obscurity, opaqueness, dimness, gloom; mysteriousness.']",,2
միաբան,adjective,"['in agreement, united, in harmony; harmonious; in the same way, in harmony, unanimously, in unity; ",,2
միաբանիլ,verb,['To unite in speech or opinion; to come to agreement; to agree; To be in harmony; to correspond; to,,2
միաբանութիւն,noun,"['unanimity, agreement, accord, society, community, congregation, good understanding, conciliation, ",,3
միաբերան,adjective,"['describes something done with one voice; unanimous, united in speech or opinion; unanimously, with",,2
միակամ,adjective,"['unanimous, concordant, having the same will; unanimously, concordantly.']",,2
միաձայնութիւն,noun,"['unanimity, symphony.']",,3
միամտութիւն,noun,"['simplicity, simple-mindedness.']",,3
միամտօրէն,adverb,"['simply, naively, plainly, sillily, artlessly.']",,3
միանգամայն,adverb,"['altogether, all at once, in the same time; jointly.']",,3
միանուագ,adjective,['One-time; single-occurrence; non-recurring; All at once; in a single installment; in one go.'],,2
միասնականութիւն,noun,['unity; onsubstantiality.'],,3
միասնութիւն,noun,"['unity, cohesion, compatibility, duality; the state of being together; harmony, consistency, solida",,3
միացեալ,adjective,['united.'],,2
միացումն,noun,"['incorporation, junction, fusion, assembling, meeting, reunion, unification, merger.']",,2
միլիոնաւոր,noun,['numbered in the millions; the seventh digit in a number when counting from the right.'],,3
մինչեւ,adposition,"['until, till, as far as, down to, up to.']",,2
միութիւն,noun,"['unit, unity, union.']",,2
միջադէպ,noun,"['incident, occurrence.']",,2
միջակութիւն,noun,"['mediocrity, a state of being mediocre.']",,3
միջամտութիւն,noun,"['interference, meddling, intervention, interposition.']",,3
միջեւ,adposition,"['between, betwixt, among, amongst, in.']",,1
միջնադարեան,adjective,"['medieval, relating to the Middle Ages.']",,3
միջնորդութիւն,noun,"['mediation, interposition, intervention, intercession; agency; brokerage, medium.']",,3
միջոցառումն,noun,"['course of action, measure, means, initiative; event, activity.']",,3
միտիլ,verb,"['to incline, to bend, to bow, to be disposed, to tend, to lean, to mind, to converge.']",,1
միտումն,noun,"['intention, inclination, tendency, propensity.']",,2
միօրեայ,adjective,['lasting or relating to a period of one day; occurring once every day; one-day-old.'],,2
մխիթարական,adjective,"['consolatory, comforting; comfortable, consoling, alleviating, soothing.']",,3
մխիթարանք,noun,"['comfort, consolation, solace, ease, alleviation, mitigation.']",,3
մխիթարութիւն,noun,"['consolation, solace, comfort.']",,3
մխրճիլ,verb,"['to sink, to merge, to plunge, to go deep, to immerse.']",,2
մխրճուիլ,verb,"['to be immersed, submerged, plunged, doused, to be sunk.']",,2
մկրտութիւն,noun,"['christening, baptism, purification.']",,3
մկրտուիլ,verb,"['to be baptized, to receive baptism, to be christened.']",,2
մղձաւանջ,noun,['nightmare.'],,2
մղուիլ,verb,"['to be pushed, thrusted; to be incited, instigated, induced.']",,2
մղումն,noun,"['impulse, impetus, push, impulsion, stimulus, propulsion.']",,2
մնայուն,adjective,"['permanent, lasting, constant, abiding, fixed, standing, durable, solid.']",,2
մնացեալ,adjective,"['what is left, what remains; the rest, remaining.']",,2
մշակոյթ,noun,['culture.'],,2
մշակութիւն,noun,"['culture, agriculture, education, cultivation; geoponics; processing.']",,3
մշակուիլ,verb,"['to be cultivated, cultured, tilled, studied, improved, exercised, practiced.']",,2
մշակումն,noun,"['cultivation, culture, tilling, improvement, practice.']",,2
մշտախօս,adjective,"['continuously speaking, singing.']",,2
մշտահոս,adjective,"['always flowing, everflowing, inexhaustible.']",,2
մշտանորոգ,adjective,['describes something that is constantly being renewed or continuously refreshed; ever-changing or p,,3
մշտարթուն,adjective,"['one who is always awake and watchful; ever-vigilant, always alert.']",,3
մշտնջենական,adjective,"['eternal, perpetual, everlasting.']",,3
մոգական,adjective,"['magic, magical.']",,2
մոլեգնաբար,adverb,['Furiously; violently; wildly; beyond all bounds.'],,3
մոլեգնութիւն,noun,['Fury; rage; frenzy; ferocity; Delirium; madness; insanity; craziness; (Figurative) Intensity; seve,,3
մոլեգնօրէն,adverb,"['furiously, fiercely, crazily.']",,3
մոլեռանդ,adjective,"['fanatic, fanatical, bigot, intolerant, rabid, zealot, zealous.']",,2
մոլեռանդութիւն,noun,"['fanaticism, bigotry, frenzied or extravagant zeal, wild enthusiasm.']",,3
մոլորանք,noun,"['straying, wandering, error, aberration, seduction, aberrance.']",,2
մոլորութիւն,noun,"['wandering, error, straying, seduction, aberrance, aberration.']",,3
մոլորումն,noun,"['deviation, relapse, aberration.']",,3
մոլութիւն,noun,"['vice, bad habit; mania, viciousness; addiction.']",,3
մոխրանալ,verb,"['to turn into ash, become ash, burn down completely; to be extinguished, die out, go dark; to vanis",,2
մոխրացնել,verb,"['to turn (something) into ashes; to reduce to ash, to incinerate, to burn to dust; to make to vanis",,3
մոռացութիւն,noun,['forgetfulness.'],,3
մոռցնել,verb,['to cause to forget.'],,2
մոռցուիլ,verb,['to be forgotten.'],,2
մռնչել,verb,"['to roar, to blare, to groan, to murmur.']",,2
մռունչ,noun,"['noise, uproar, clamour.']",,2
մսխուիլ,verb,"['to be consumed, to be wasted, to be squandered, to be spent.']",,2
մսխումն,noun,"['spending, waste, wasting, squandering, prodigality, dissipation.']",,2
մտադրութիւն,noun,"['attention, attentiveness, intention.']",,3
մտածողութիւն,noun,"['reasoning, meditation, musing.']",,3
մտածուիլ,verb,"['to be thought, pondered, considered, contemplated.']",,2
մտածումն,noun,"['thinking, thought, reflection, meditation, consideration, idea.']",,2
մտահոգութիւն,noun,"['worry, fear, concern.']",,3
մտահոգուիլ,verb,"['to worry, to be worried, to get alarmed.']",,3
