Title	Complement	POS_1	Definition_1	POS_2	Definition_2	POS_3	Definition_3	POS_4	Definition_4	POS_5	Definition_5	POS_6	Definition_6	POS_7	Definition_7	POS_8	Definition_8	POS_9	Definition_9	POS_10	Definition_10	POS_11	Definition_11	POS_12	Definition_12	POS_13	Definition_13	POS_14	Definition_14	POS_15	Definition_15	POS_16	Definition_16
ԿԼԱՆԵՄ			Ընկլնում; ծծեմ; լափեմ		Ընկղմեմ																												
ԿԼՆՈՒՄ			Ընկլնում; ծծեմ; լափեմ		Ընկղմեմ																												
ԿԼԱՓՆ			cf. ԿԶԱԿ																														
ԿԼԻՄԱՅ			cf. ԿՂԻՄԱՅ																														
ԿԾԱՆԵՄ			Խածանեմ; կծեմ; խայթեմ		Բրդեմ; բեկանեմ; կտրատեմ; խզեմ																												
ԿԾԱՏԵՄ			Խածատեմ																														
ԿԾԵՄ			cf. ԿԾԱՆԵՄ		Մարմաջեմ																												
ԿԾԻԾ			կծծի; յափշտակող																														
ԿԾԼԻ			cf. ԿԾԾԻ																														
ԿԾԾԻ			Գող; յափշտակող; կծիծ; կծլի; կրծլի; ագահ		Պիղծ; զազիր; ամօթալի																												
ԿԾԾՈՒԹԻՒՆ			Ագահութիւն																														
ԿԾԿԵՄ			Կծկեցուցանեմ; ամփոփեմ; սեղմեմ; կաշկանդեմ		Կարկամեմ; կորանամ																												
ԿԾԿԵՑՈՒՑԱՆԵՄ			cf. ԿԾԿԵՄ																														
ԿԾԿՈՒԹԻՒՆ			Կարկամութիւն																														
ԿԾՈՒ			Բարկ; կծուին; կսկծեցուցիչ; դառն; դաժան; դժնդակ																														
ԿԾՈՒԱԳԻՆ			Դառնագոյն																														
ԿԾՈՒԱԳՈՅՆ			Դառնագոյն																														
ԿԾՈՒԱԿԻԾ			Կսկծեցուցիչ; կսկծակիծ																														
ԿԾՈՒԵՄ			Կթեմ; քաղեմ; կորզեմ																														
ԿԾՈՒԹԻՒՆ			cf. ԿԾՈՒՈՒԹԻՒՆ																														
ԿԾՈՒԻՆ			cf. ԿԾՈՒ																														
ԿԾՈՒՈՒԹԻՒՆ			Կծութիւն; թթուութիւն; դառնութիւն																														
ԿԿԵՄ			Ոստայնանկեմ; անկանեմ																														
ԿԿՉԵՄ			Փթթեմ; ծաղկեմ																														
ԿՂԵՍՈՒՐ			Լեսուր; կապան																														
ԿՂԵՐ			Վիճակաւոր; եկեղեցական; ժառանգաւոր																														
ԿՂԵՐԱԿԱՆ			Վիճակաւոր; եկեղեցական; ժառանգաւոր																														
ԿՂԵՐԻԿՈՍ			Վիճակաւոր; եկեղեցական; ժառանգաւոր																														
ԿՂԵՐԻԿՈՍՈՒԹԻՒՆ			Վիճակաւորութիւն; ժառանգաւորութիւն																														
ԿՂԹԵՄ			Պնդեմ; ձգտեմ																														
ԿՂԻՄԱՅ			cf. ԿՈՂՄՆ																														
ԿՂԿԱԹԵՄ			Կաթոգնիմ; անձկամ; կղկղամ																														
ԿՂԿՂԱԹ			Կաթոգին; խանդակաթ																														
ԿՂԿՂԱՄ			cf. ԿՂԿԱԹԵՄ																														
ԿՂԿՂԱՆՔ			Արտաթորութիւն; նստուած; աղբ; ապաւառ; յաւելուածք; որովայնի																														
ԿՂՄԻԴՐ			Աղիւս																														
ԿՂՄԻՆԴՐ			Աղիւս																														
ԿՂՈՒԻՄ			cf. ԿԱՂԱՒԵՄ																														
ԿՃԱՅԱՏԱԿ			Կճեատարած; սալայատակ; քարայատակ																														
ԿՃԵԱՅ			Մարմարեայ; մարմարիոնեայ																														
ԿՃԵԱՏԱՐԱԾ			cf. ԿՃԱՅԱՏԱԿ																														
ԿՃՂԱԿ			Սմբակ																														
ԿՃՂԱԿԱԲԱԺԻՆ			cf. ԿՃՂԱԿԱԲԱՇԽ																														
ԿՃՂԱԿԱԲԱՇԽ			Կճղակաբաժին; երկակճղակ; թաթահերձ																														
ԿՃՂԱԿԱՀԵՐՁ			Կճղակաբաժին; երկակճղակ; թաթահերձ																														
ԿՃՂԱԿԱՆԱՄ			cf. ԿՃՂԱՆԱՄ																														
ԿՃՂԱՆԱՄ			Կճղականամ																														
ԿՃՊԵՄ			Զսպեմ; ամփոփեմ; սեղմեմ																														
ԿՃՐԻՄ			cf. ԿՐՃԻՄՆ																														
ԿՄԱԽՔ			Ոսկրոտի																														
ԿՄԱՅԵԱԿ			Արատ; բիծ																														
ԿՆԱԹՈՂ			cf. ԿՆԱՀԱՆ																														
ԿՆԱՀԱՆ			Կնաթող																														
ԿՆԱՄԱՐԴ			Կնատ; անարի; վատասիրտ; մեղկ																														
ԿՆԱՄԱՐԴԻ			Կնատ; անարի; վատասիրտ; մեղկ																														
ԿՆԱՄՈԼ			Իգամոլ; իգամոլի; իգասէր; կնասէր																														
ԿՆԱՄՈԼԻ			Իգամոլ; իգամոլի; իգասէր; կնասէր																														
ԿՆԱՄՈԼՈՒԹԻՒՆ			Իգամոլութիւն																														
ԿՆԱՍԷՐ			cf. ԿՆԱՄՈԼԻ																														
ԿՆԱՏ			Կնամարդի; մեղկ; տկար; անզօր; փանաքի; չնչին; վատթար																														
ԿՆԱՏԱԳՈՅՆ			Վատթարագոյն; տկարագոյն																														
ԿՆԱՏԻՄ			Մեղկիմ; մեղկանամ; թուլանամ																														
ԿՆԱՏՈՒԹԻՒՆ			Թուլութիւն; կակղութիւն; լուծութիւն																														
ԿՆԱՑՈՒՑԱՆԵՄ			Իգացուցանեմ; մեղկացուցանեմ; մեղկեմ; թուլացուցանեմ																														
ԿՆԱՒՈՐ			cf. ԿԱՆԱՄԲԻ																														
ԿՆԳՈՒՂ			cf. ՔՈՒՍԻԹԱՅ																														
ԿՆԴԱԿ			cf. ԿՆՏԱԿ																														
ԿՆԴՐՈՒԿ			Լիբանոն																														
ԿՆԻՔ			Հետք; դրոշմ; տիպ; նշան		Կնքոց; մատանի		Մկրտութիւն																										
ԿՆԿՈՒՂ			cf. ԿՆԳՈՒՂ																														
ԿՆՁՆԻ			Թեղի																														
ԿՆՃԱՆԱՄ			Գոռոզանամ; ամբարտաւանեմ																														
ԿՆՃԹԱԴԷՄ			Խոզակերպ; խոզանման; վարազանման																														
ԿՆՃԹԱԿԵՐՊ			Խոզակերպ; խոզանման; վարազանման																														
ԿՆՃԹԱՑԵԱԼ			Խոզակերպ; խոզանման; վարազանման																														
ԿՆՃԻԹ			Քիթ; ցռուկ		Պատիճ																												
ԿՆՃԻՌՆ			Յօդ; կապ; Հանգոյց; ոլորք		Դժուարութիւն; լուծ		Խարդախանք; խարդաւանք; դաւ		Կամք; խորհուրդ		Խորշ																						
ԿՆՈՋԱԾԻՆ			ԿԱՆԱՆՑԱԾԻՆ																														
ԿՆՈՋԱԿԱՆ			cf. ԻԳԱԿԱՆ																														
ԿՆՈՋԱՍԷՐ			cf. ԿՆԱՍԷՐ																														
ԿՆՈՒԹԻՒՆ			Հարսնութիւն; ամուսնութիւն																														
ԿՆՉԵՄ			cf. ԽԱՆՉԵՄ																														
ԿՆՏԱԿ			cf. ԿՈՒՆԴ																														
ԿՆՏԱՆԱՄ			Մաշտիմ																														
ԿՆՏՆՏՈՑ			Հարիչ																														
ԿՆՏՈՒԹԻՒՆ			ճեղութիւն																														
ԿՆՔԱԶԳԵԱՑ			cf. ԿՆՔԱՒՈՐ																														
ԿՆՔԱՏՈՒ			Մկրտիչ																														
ԿՆՔԱՒՈՐ			Կնքազգեաց; կնքաւորեալ; երախայացեալ																														
ԿՆՔԱՒՈՐԵԱԼ			cf. ԿՆՔԱՒՈՐ																														
ԿՆՔԱՒՈՐՈՒԹԻՒՆ			Մկրտութիւն; կնիք																														
ԿՆՔԵՄ			Դրոշմեմ; տպաւորեմ		Ամրափակեմ; ամրացուցանեմ; փակեմ; ծածկեմ; պնդեմ		Հաստատեմ; վկայեմ		Մկրտեմ		Խաչակնքեմ																						
ԿՆՔՈՑ			Կնիք; մատանի																														
ԿՇԵՌ			cf. ԿՇԻՌ																														
ԿՇԻՌ			Զոյգք; կշռորդ		Նժար		Կշռութիւն		Դատողութիւն; քննութիւն; դատաստան		Հաւասարութիւն; Համեմատութիւն		Լուծ		Հաւասար; Համեմատ; զուգական; զուգակշիռ; Համաչափ; ուղիղ		Հաւասարապէս; զուգապէս; անխտիր; անվրէպ; կշռակի																
ԿՇՌԱԴԱՏԵՄ			Զուգակշռեմ; քննեմ; Համեմատեմ; Հաւասարեմ																														
ԿՇՌԱԿԻ			Ուղղակի; կշռապէս; զուգակշիռ; զուգահաւասար; կշռեալ																														
ԿՇՌԱՁԵՒՈՒԹԻՒՆ			Հաւասարութիւն																														
ԿՇՌԱՊԷՍ			cf. ԿՇՌԱԿԻ																														
ԿՇՌԱՐԱՐ			Իրաւարար; արդար																														
ԿՇՌԵՄ			Կշռորդեմ		Վճարեմ		Փորձեմ; քննեմ; ընտրեմ; դատեմ; չափեմ; խորհիմ; որոշեմ		Համեմատեմ; բաղդատեմ; Հաւասարեմ																								
ԿՇՌՈՂՈՒԹԻՒՆ			cf. ԿՇՌՈՒԹԻՒՆ																														
ԿՇՌՈՐԴ			Կշիռ		Կշռոց		Նժար																										
ԿՇՌՈՐԴԵՄ			cf. ԿՇՌԵՄ																														
ԿՇՌՈՑ			cf. ԿՇՌՈՐԴ																														
ԿՇՌՈՒԱԾ			cf. ԿՇՌՈՒԹԻՒՆ																														
ԿՇՌՈՒԹԻՒՆ			Կշռումն		Կշիռ; ծանրութիւն		Համեմատութիւն; քննութիւն; որոշողութիւն																										
ԿՇՌՈՒՄՆ			cf. ԿՇՌՈՒԹԻՒՆ																														
ԿՇՏԱՄԲԱՆՔ			Կշտամբութիւն; կշտամբումն; յանդիմանութիւն; պատուհաս; սաստ; խրատ; մեղադրութիւն																														
ԿՇՏԱՄԲԵՄ			Յանդիմանեմ; սաստեմ; պատուհասեմ; մեղադրեմ; խրատեմ																														
ԿՇՏԱՄԲԻՉ			Յանդիմանիչ																														
ԿՇՏԱՄԲՈՂԱԿԱՆ			Յանդիմանական																														
ԿՇՏԱՄԲՈՒԹԻՒՆ			cf. ԿՇՏԱՄԲԱՆՔ																														
ԿՇՏԱՄԲՈՒՄՆ			cf. ԿՇՏԱՄԲԱՆՔ																														
ԿՇՏԱՊԱՆԱԿ			cf. ԱՊԱՐԱՆՋԱՆ																														
ԿՇՏԱՊՆԴՈՒԹԻՒՆ			Յագ; յագուրդ																														
ԿՈԳԻ			Իւղ																														
ԿՈԶԱԿ			Թեւէ; թեկուէ																														
ԿՈԹՈՂ			Քարկոթող; արձան; վէմ; սիւն; յոբելիկ; յիշատակ																														
ԿՈԹՈՒՆ			Ցօղուն; ծղօտ; խոզան																														
ԿՈԽ			Կոխումն		Կոխան		Ներկուռ; քաջընթաց																										
ԿՈԽԱԿ			cf. ԿՈՀԱԿ																														
ԿՈԽԱՆ			Կոխ; կոխումն		Կոխեալ																												
ԿՈԽԵՄ			ճմլեմ; լեսում		ոտնհարեմ; արհամարհեմ		ճնշեմ; նուաճեմ; յաղթահարեմ																										
ԿՈԽՈՒՄՆ			cf. ԿՈԽ		cf. ԿՈԽԱՆ																												
ԿՈԾ			Աշխար; ողբ; լաց		Կոծանք; ծփանք; ալէկոծութիւն																												
ԿՈԾԱՄ			cf. ԿՈԾԻՄ																														
ԿՈԾԱԿԱՆ			Ողբալի; ողբական																														
ԿՈԾԱՆՔ			Ալէկոծութիւն; ծփումն; ծփանք																														
ԿՈԾԱՏԵՂԻ			Լալետղ																														
ԿՈԾԵՄ			Ծեծեմ; բախեմ; Հարկանեմ; կոփեմ																														
ԿՈԾԻՄ			աշխարեմ; ողբամ; սգամ		Ծփիմ; ալէկոծիմ; յուզիմ																												
ԿՈԿ			Հարթ; ողորկ																														
ԿՈԿԵՄ			Ողորկեմ; Հարթեմ																														
ԿՈԿՈԶԱԲԱՆԵՄ			cf. ՄԵԾԱԲԱՆԵՄ																														
ԿՈԿՈԶԱՆԱՄ			Մարգարէանամ		Յափշտակիմ		Կոկոզաբանիմ; մեծաբանիմ																										
ԿՈԿՈԶԱՆՔ			Գոռոզութիւն; բարձրամտութիւն																														
ԿՈԿՈԶԱՎԻԶ			Բարձրավիզ; փքացեալ																														
ԿՈԿՈԶԻՄ			cf. ԿՈԿՈԶԱՆԱՄ																														
ԿՈԿՈՆ			Բողբոջ																														
ԿՈԿՈՎԱՆՔ			Կոկոզանք; մեծաբանութիւն																														
ԿՈԿՈՐԴ			Խռչափող																														
ԿՈԿՈՐԴԱԼԻ			Լիաբերան																														
ԿՈԿՈՐԴԱԼԻՐ			Լիաբերան																														
ԿՈԿՈՐԴԱԽՕՍ			Հագագասփիւռ																														
ԿՈԿՈՐԴԵՂՈՍ			Տիտեռն; խիթ; նհանգ																														
ԿՈԿՈՐԴԻԼ			Տիտեռն; խիթ; նհանգ																														
ԿՈԿՈՐԴԻԼՈՍ			Տիտեռն; խիթ; նհանգ																														
ԿՈԿՈՐԴԻՂՈՍ			Տիտեռն; խիթ; նհանգ																														
ԿՈՀԱԿ			Ալիք		Բարձրութիւն; բլուր; լեառն																												
ԿՈՀԱԿԱԼԻՐ			cf. ԿՈՀԱԿԱՒԷՏ																														
ԿՈՀԱԿԱՒԷՏ			Կոհակալիր																														
ԿՈՂ			Կուշտ		Կողմն		Կին; կողակից																										
ԿՈՂԱԲԱՂ			Կին; եղար; կողակից																														
ԿՈՂԱԾԵԱԼ			cf. ԿՈՂԱԾԻՆ																														
ԿՈՂԱԾԻՆ			Կողածեալ; կողաշէն; կողամարդ																														
ԿՈՂԱԿԱՅԼԱԿ			cf. ԿՈՂԱՀՈՍ																														
ԿՈՂԱԿԻՑ			cf. ԿՈՂԱԲԱՂ																														
ԿՈՂԱՀՈՍ			Կողակայլակ																														
ԿՈՂԱՄԱՐԴ			cf. ԿՈՂԱԾԻՆ																														
ԿՈՂԱՇԷՆ			cf. ԿՈՂԱԾԻՆ																														
ԿՈՂԿՈՂԱԳԻՆ			Ողբագին; ողորմագին; ցաւագին																														
ԿՈՂԿՈՂԱՆՔ			Պաղատանք		Կարեկցութիւն																												
ԿՈՂԿՈՂԻՄ			Լամ; հեծեմ; պաղատիմ																														
ԿՈՂԿՈՂԻԹ			cf. ՍՈՍՈՐԴ																														
ԿՈՂՄԱԿԱԼ			cf. ԿՈՂՄՆԱԿԱԼ																														
ԿՈՂՄԱՆԱԿԱԼ			cf. ԿՈՂՄՆԱԿԱԼ																														
ԿՈՂՄԱՆԱԿԻ			cf. ԿՈՂՄԱՆԱՒՈՐ																														
ԿՈՂՄԱՆԱՒՈՐ			Կողմնաւոր; կողմանակի; կողմնակի																														
ԿՈՂՄԱՆԻՄ			cf. ԸՆԿՈՂՄԱՆԻՄ																														
ԿՈՂՄԱՆԵՑՈՒՑԱՆԵՄ			cf. ԿՈՂՄՆԵՑՈՒՑԱՆԵՄ																														
ԿՈՂՄԱՆԻ			Խոտորնակ																														
ԿՈՂՄԱՆՈՒՄՆ			cf. ԸՆԿՈՂՄԱՆՈՒՄՆ																														
ԿՈՂՄԱՊԱՀ			cf. ԿՈՂՄՆԱՊԱՀ																														
ԿՈՂՄԵՑՈՒՑԱՆԵՄ			cf. ԿՈՂՄՆԵՑՈՒՑԱՆԵՄ																														
ԿՈՂՄՆ			Կոյս; կող		Կլիմայ; կղիմայ		Մասն; բաժին		Գաւառ		Կող																						
ԿՈՂՄՆԱԶԱԶ			cf. ՄԻԱԿՈՂՄԱՆԻ																														
ԿՈՂՄՆԱԿԱԼ			Կուսակալ; բդեշխ																														
ԿՈՂՄՆԱԿԱԼՈՒԹԻՒՆ			Կուսակալութիւն; բդեշխութիւն																														
ԿՈՂՄՆԱԿԻ			cf. ԿՈՂՄԱՆԱՒՈՐ																														
ԿՈՂՄՆԱՊԱՀ			Կողմնապետ; կողմնակալ; բդեշխ																														
ԿՈՂՄՆԱՊԱՀՈՒԹԻՒՆ			Կողմնակալութիւն; բդեշխութիւն																														
ԿՈՂՄՆԱՊԵՏ			cf. ԿՈՂՄՆԱՊԱՀ																														
ԿՈՂՄՆԱՒՈՐ			cf. ԿՈՂՄԱՆԱՒՈՐ																														
ԿՈՂՄՆԻՄ			Կողմանիմ; ընկողմանիմ		Շեղիմ																												
ԿՈՂՄՆԵՑՈՒՑԱՆԵՄ			Ընկողմանեցուցանեմ; ննջեցուցանեմ																														
ԿՈՂՈԲ			Փիլոն																														
ԿՈՂՈՊՈՒՏ			Կապուտ; գողօնք; գողանք		Կողոպտանք		Կողոպտած																										
ԿՈՂՈՊՏԱԾ			ԿՈՂՈՊՈՒՏ																														
ԿՈՂՈՊՏԱՆՔ			cf. ԿՈՂՈՊՈՒՏ		Գերեդարձ																												
ԿՈՂՈՊՏԵՄ			Կապտեմ; յափշտակեմ; աւարեմ; մերկացուցանեմ; զերծում; քաղեմ		Նեխեմ; փտեմ																												
ԿՈՂՈՊՏԻՉ			Գերփող; յափշտակիչ; յափշտակող																														
ԿՈՂՈՎ			Սապատ; զամբիւղ																														
ԿՈՂՈՓ			cf. ԿՈՂՈՎ																														
ԿՈՂՈՓՈՑ			Կոճ; լիցք																														
ԿՈՂՐ			ճիւղ; ոստ																														
