title,part_of_speech,definition,suggested_etymology,source,notes,likely_origin
զայրոյթ,noun,"['passion, wrath, fury; paroxysm: anger, wrath, vexation, indignation, rage.']",,,,Unknown
զանգուած,noun,"['bulk, dough, paste, mass, mixture, mole, amalgam.']",,,,Unknown
զարնուիլ,verb,"[""to be struck; to strike against one another, to come into collision; to hit one's self, to be shot; to be infatuated, to fall in love.""]",,,,Unknown
զաւակ,noun,"['child (son, daughter).']",,,,Unknown
զաւեշտ,noun,"['A word or action intended to amuse or make people laugh; a joke, prank, jest; A light theatrical piece written to provoke laughter or satire; a comedy / farce.']",,,,Unknown
զբաղցնել,verb,"['to occupy, to employ, to busy, to keep a person busy, to distract, to preoccupy, to engage.']",,,,Unknown
զբօսանք,noun,"['amusement, pastime, recreation, distraction, diversion, relaxation; occupation; recess, break.']",,,,Unknown
զգացուիլ,verb,"['to be felt; to be moved, to be touched.']",,,,Unknown
զեկոյց,noun,['Report; information about a matter communicated (usually orally) to a superior person or authority for management or direction.'],,,,Unknown
զեկուցել,verb,"['to announce, to advertise, to report, to give notice of, to serve, to declare, to inform; to notify.']",,,,Unknown
զեղչուիլ,verb,['to be discounted; to be contracted; to be darkened.'],,,,Unknown
զեփիւռ,noun,"['breeze, a pleasant wind, zephyr.']",,,,Unknown
զզուանք,noun,"['distaste, disgust, dislike, distaste, nausea; hatred, detestation; horror; abomination, vexation, aversion, loathing, repulsion.']",,,,Unknown
զզուիլ,verb,"['To feel strong moral disgust or aversion toward a person or thing; to loathe, to abhor, to be unable to tolerate; to be disgusted by; To feel physical revulsion; to be nauseated; to be repelled; To grow tired of; to be fed up with; to no longer be able to stand something.']",,,,Unknown
զինուիլ,verb,"['to be armed, to arm one’s self.']",,,,Unknown
զինուոր,noun,['soldier.'],,,,Unknown
զլանալ,verb,"['to refuse, to retract, to deny; not to accept, to deprive, to disown, to disregard; to retain.']",,,,Unknown
զոհուիլ,verb,"['to be sacrificed, to immolate, to be martyred (in battle).']",,,,Unknown
զովանալ,verb,"['To feel cool after heat; to be refreshed; to feel pleasantly cooled; to cool off; To have a fever subside, to have thirst or burning heat pass away.']",,,,Unknown
զուարթ,adjective,"['Expressing joy, cheerful, merry; Bringing joy, lively; Energetic, vibrant, spirited; Healthy-looking, fresh, vigorous in appearance, lush; Bright, radiant, vivid; Open-hearted, welcoming, pleasant.']",,,,Unknown
զսպուիլ,verb,"['to be restrained, controlled, or curbed; to be subdued, suppressed, subjected, oppressed, or stifled at the outset; to be softened, calmed, or pacified; to control oneself, to refrain, to forbear.']",,,,Unknown
զրկանք,noun,"['hardship, privation, injustice, wrong, harm, injury, destitution, bereavement.']",,,,Unknown
զրկուիլ,verb,"[""to deprive one's self, to be bereaved; to be deprived of.""]",,,,Unknown
զրոյց,noun,"['tale; chat, conversation; story.']",,,,Unknown
զրպարտել,verb,"['to calumniate, to slander, to accuse, to defame, to traduce, to malign.']",,,,Unknown
զօրակցիլ,verb,"['to do military service together, to soldier together with someone; to join in support with someone, to stand beside, to aid during times of need or conflict.']",,,,Unknown
զօրանալ,verb,"[""to grow strong, to gather strength, to take root, to fortify, to recover one's self.""]",,,,Unknown
զօրանոց,noun,"['barracks, garrison.']",,,,Unknown
զօրաշարժ,noun,"['Troop movement — the mobilization or movement of forces aimed at achieving a specific strategic objective; Military exercise — a large-scale field maneuver or war game, typically lasting several weeks, in which part of the army simulates combat against the other using non-lethal weapons.']",,,,Unknown
զօրավար,noun,"['commander, general.']",,,,Unknown
զօրացնել,verb,"['to fortify, to strengthen, to enforce.']",,,,Unknown
զօրք,noun,"['army, militia, forces, troops.']",,,,Unknown
էապէս,adverb,"['really, in reality, essentially, substantially.']",,,,Unknown
էջք,noun,"['descent, descension, fall, pitch.']",,,,Unknown
ընդգրկել,verb,['to embrace; to contain.'],,,,Unknown
ընդմիջել,verb,"['to interrupt, to discontinue, to cut off, to hinder.']",,,,Unknown
ընդվզիլ,verb,"['to revolt, to rebel, to resist, to rise in insurrection.']",,,,Unknown
ընծայ,noun,"['present, gift, offer, donation, offering.']",,,,Unknown
ընծայել,verb,"['to present, to offer, to give, to dedicate, to ascribe.']",,,,Unknown
ընկալել,verb,"['to perceive, grasp, understand, accept, absorb, comprehend.']",,,,Unknown
ընկճուիլ,verb,"['to be oppressed, to be brought down; to succumb, to be overcome, to fall, to fail, to yield, to be overwhelmed.']",,,,Unknown
ընկրկիլ,verb,"['to retreat, to be driven back, to back down, to recede, to retract, to revert, to flinch.']",,,,Unknown
ընձեռել,verb,"[""To offer or provide something to someone; to supply, grant, or bestow; To obtain, to possess or hold in one's hand; To undertake, to embark on (literally: to lay a hand on); To award or assign something to one of the claimants by court ruling.""]",,,,Unknown
ընձեռնել,verb,"[""To offer or provide something to someone; to supply, grant, or bestow; To obtain, to possess or hold in one's hand; To undertake, to embark on (literally: to lay a hand on); To award or assign something to one of the claimants by court ruling.""]",,,,Unknown
ընտրուիլ,verb,"['to be elected, chosen, selected, preferred.']",,,,Unknown
ըսուիլ,verb,"['to be said, told, called.']",,,,Unknown
թագաւոր,noun,['king.'],,,,Unknown
թախիծ,noun,"['affliction, grief.']",,,,Unknown
թակարթ,noun,"['trap, snare, net, spring.']",,,,Unknown
թաղուիլ,verb,"['to be placed in a grave; to be buried; to be hidden under the ground; to be covered; to be consigned to oblivion; to be forgotten; to be deeply absorbed in water, thoughts, or reading.']",,,,Unknown
թառիլ,verb,"['to perch, to roost, to sit.']",,,,Unknown
թաւալիլ,verb,"['to roll, to tumble; to rotate, to revolve.']",,,,Unknown
թաւշեայ,adjective,"['made of velvet; velvety, velvet; (figurative) like velvet; soft, smooth, and luxurious.']",,,,Unknown
թափանցել,verb,"['to pass through, to go through, to penetrate from one side to the other, to seep in; to pass through a substance, illuminating the other side; to delve into something deeply, to understand its secrets.']",,,,Unknown
թափառիլ,verb,"['to wander, to roam, to stray, to rove, to stroll.']",,,,Unknown
թափիլ,verb,"['to pour out, to flow, to spill; to drop, to fall.']",,,,Unknown
թափուիլ,verb,"['to be poured out, to be shed, to spill, to flow; to discharge itself, to spread, to drop, to fall, to throw down.']",,,,Unknown
թափօր,noun,"['procession, parade.']",,,,Unknown
թաքնուիլ,verb,"['to hide, to lurk, to abscond.']",,,,Unknown
թաքստոց,noun,"['hiding place, concealment, cache, hideout.']",,,,Unknown
թելադրել,verb,"['to suggest, to inspire, to instigate, to incite, to counsel, to dictate.']",,,,Unknown
թերաճ,adjective,"['undeveloped, underdeveloped.']",,,,Unknown
թերանալ,verb,"['to fail, to miss, to be wanting, to be deficient, to want, to come short; to forfeit, to break.']",,,,Unknown
թերեւս,adverb,"['perhaps, it may be.']",,,,Unknown
թերթատել,verb,"['to browse, to turn over and look at the pages of a book, to turn over, to peruse rapidly; to pluck the pages of a book or the petals of a flower.']",,,,Unknown
թեւ,noun,"['arm, wing.']",,,,Unknown
թիւ,noun,"['number, figure, order, rank, list.']",,,,Unknown
թիւր,adjective,"['Crooked, deviated from the true/straight direction; Wrong, mistaken, erroneous, incorrect; Turned away from the right path; perverted, unjust, evil, perverse, wicked; Astray; Wrongly, incorrectly.']",,,,Unknown
թնդանօթ,noun,"['cannon, gun.']",,,,Unknown
թնդացնել,verb,"['to cause to rumble, to ding, to ring.']",,,,Unknown
թշնամանք,noun,"['insult, offence, abusiveness, revilement, injury, assault, affront, abuse.']",,,,Unknown
թոհուբոհ,noun,"['chaos, confusion, disorder.']",,,,Unknown
թուել,verb,"['to count, to number, to calculate, to rank, to compute, to range, to reckon.']",,,,Unknown
թուիլ,verb,"['to seem, to look, to appear, to sound.']",,,,Unknown
թրթռալ,verb,"['to vibrate, to oscillate, to flutter, to pulse, to pulsate; to shiver.']",,,,Unknown
թրծուիլ,verb,['to be baked (as for a brick); to be forged (in character).'],,,,Unknown
թրջուիլ,verb,"['to be made wet, to be soaked, to be steeped; to get wet.']",,,,Unknown
թօթափել,verb,"['to shake, to joggle, to jolt, to jog, to toss, to throw off.']",,,,Unknown
ժամացոյց,noun,"['clock, watch.']",,,,Unknown
ժայթքիլ,verb,"['to erupt; to become active and eject lava, ash, and gases; to explode with fire and noise resembling an active volcano.']",,,,Unknown
ժպրհիլ,verb,"['To dare, to venture, to have the audacity or courage to attempt something bold or difficult.']",,,,Unknown
իդէալ,noun,"['ideal; a perfect model, standard, or ultimate goal; perfect, exemplary, model.']",,,,Unknown
իմամ,noun,"['imam, the person who leads prayers in a mosque.']",,,,Unknown
իմացնել,verb,"['to warn, to inform, to tell; to apprise.']",,,,Unknown
ինքնաբաւ,adjective,"['able to provide for oneself, not needing help from others; self-sufficient, self-reliant, independent.']",,,,Unknown
ինքնակոչ,adjective,"['self-invited, uninvited; self-styled, self-proclaimed, would-be, soi-disant.']",,,,Unknown
ինքնատիպ,adjective,"['self-type, having its own unique type, distinct, original, unique, possessing specific characteristic traits.']",,,,Unknown
իջեցնել,verb,"['to take down, to lower, to descend, to get down, to let, to reduce, to abate.']",,,,Unknown
իսկապէս,adverb,"['really, in fact, essentially.']",,,,Unknown
իտէալ,noun,"['ideal; a perfect model, standard, or ultimate goal; perfect, exemplary, model.']",,,,Unknown
իրապէս,adverb,"['really, in effect, positively; de facto, substantially: naturally.']",,,,Unknown
իրաւ,adjective,"['really, truly, justly, rightly; real, true, just; the just.']",,,,Unknown
իրաւագէտ,noun,"['jurist, lawyer, barrister, advocate.']",,,,Unknown
իրաւամբ,adverb,"['justly, rightly, lawfully, de jure.']",,,,Unknown
իրաւարար,noun,"['arbitrator, mediator, just judge; one who upholds justice and fairness; one who judges righteously; a neutral judge or mediator in disputes.']",,,,Unknown
իրաւունք,noun,['right.'],,,,Unknown
իրողապէս,adverb,"['in reality, actually, truly, de facto.']",,,,Unknown
իրօք,adverb,"['in fact, really, truly, certainly.']",,,,Unknown
իւղանկար,noun,['a picture painted with oil-based paints; oil painting.'],,,,Unknown
իւրացնել,verb,"['to appropriate to himself, to usurp, to assimilate, to possess of.']",,,,Unknown
լայննալ,verb,"['to widen, to become wider, to enlarge.']",,,,Unknown
լարուիլ,verb,"['to be tightened or stretched; to be wound up; to become agitated, provoked, or antagonized; to be organized; to be tuned; to become focused or concentrated.']",,,,Unknown
լաւապէս,adverb,"['well, in a good way; thoroughly.']",,,,Unknown
լեցուիլ,verb,"['to become full, to be filled; to fill oneself; to teem, to be crowded.']",,,,Unknown
լեցուկ,adjective,"['completely filled or occupied; full, filled.']",,,,Unknown
լիացնել,verb,"['to complete, to heap up, to fill up.']",,,,Unknown
լծուիլ,verb,"['to be joined, to be coupled, to be coupled or attache with or to a yoke; to be attached; to be committed to or engaged to a particular activity.']",,,,Unknown
լուալ,verb,"['to wash, to bathe, to rinse, to launder; to shame, to rebuke, to disgrace, to dishonor.']",,,,Unknown
լուացք,noun,['laundry; the action or process of washing clothes and linen; clothes and linen that need to be washed or that have been newly washed.'],,,,Unknown
լուծուիլ,verb,"[""to be dissolved, to untie; to unravel, to be decomposed, to break up; to extricate one's self, to get loose; to be solved.""]",,,,Unknown
լուսաբաց,noun,"['dawn, morn, daybreak.']",,,,Unknown
լուսնէջք,noun,['Moon landing.'],,,,Unknown
լպիրշ,adjective,"['insolent, shameless, brazen, impudent.']",,,,Unknown
լսուիլ,verb,"['to be heard, to be audible.']",,,,Unknown
լրանալ,verb,"['to be through, to be finished, to end, to be complete, to expire.']",,,,Unknown
խաբեբայ,noun,"['Deceptive; deceitful; misleading; Characteristic of deception; involving trickery; A deceitful person, deceiver; Bait used to deceive and catch an animal.']",,,,Unknown
խաբուիլ,verb,"['to be deceived, cheated, tricked; to be in error.']",,,,Unknown
խախտիլ,verb,"['to move, to be removed, displaced.']",,,,Unknown
խաղավայր,noun,"['playground, playing field; athletic field; stadium; gambling place.']",,,,Unknown
խաղցուիլ,verb,"['to be moved from its place; to be entertained; to be made to play, dance; to be tricked, made fun of; to be cast in a performance.']",,,,Unknown
խամրիլ,verb,"['to fade, to wither, to tarnish, to dry; to waste away, to languish, to grow weak.']",,,,Unknown
